time,life-time,size,area,mass,radius
4430,5,8,8,815,2.8284271247461903
4431,5,5,5,816,1.4142135623730951
4433,1,1,1,818,0.0
4440,19,82,82,822,9.848857801796104
4443,10,20,20,820,5.0990195135927845
4444,50,128,128,819,19.4164878389476
4449,9,27,15,823,4.242640687119285
4461,7,9,7,832,1.4142135623730951
4465,1,1,1,836,0.0
4467,18,63,63,830,11.180339887498949
4471,7,14,14,834,5.0
4476,47,148,148,830,16.1245154965971
4477,1,1,1,831,0.0
4478,29,137,56,825,8.602325267042627
4479,42,270,138,811,16.401219466856727
4484,3,4,4,816,2.0
4491,16,41,27,823,5.385164807134504
4496,1,1,1,828,0.0
4499,4,8,8,830,2.23606797749979
4501,28,84,84,829,17.08800749063506
4504,15,35,29,828,5.656854249492381
4507,1,1,1,831,0.0
4509,25,111,111,827,10.770329614269007
4511,17,35,35,822,7.0710678118654755
4514,1,1,1,824,0.0
4515,21,47,47,822,13.416407864998739
4516,29,124,114,821,12.529964086141668
4517,8,15,15,815,3.1622776601683795
4520,40,122,106,813,16.0312195418814
4521,25,72,72,814,10.295630140987
4522,32,90,80,813,8.54400374531753
4525,17,36,36,812,8.246211251235321
4529,1,1,1,816,0.0
4531,2,2,2,817,1.0
4532,5,6,6,813,2.23606797749979
4534,3,3,3,815,1.4142135623730951
4535,2,2,2,816,1.0
4536,4,4,4,815,1.4142135623730951
4537,9,24,20,810,5.0990195135927845
4538,3,8,8,811,2.0
4540,12,27,27,813,7.211102550927978
4541,2,2,2,814,1.0
4542,3,5,5,815,1.4142135623730951
4544,1,1,1,817,0.0
4545,3,3,3,818,1.4142135623730951
4546,3,4,4,817,1.4142135623730951
4547,5,7,7,816,2.23606797749979
4548,1,1,1,817,0.0
4550,6,8,8,819,3.1622776601683795
4555,5,8,8,821,2.23606797749979
4557,11,25,25,823,5.0
4559,34,139,139,822,15.652475842498529
4564,2,3,3,827,1.0
4566,9,20,20,826,3.605551275463989
4570,5,7,7,829,3.1622776601683795
4571,67,327,163,817,17.46424919657298
4576,14,16,16,817,4.242640687119285
4577,17,55,55,818,8.602325267042627
4578,15,48,44,815,8.94427190999916
4584,26,125,125,813,11.40175425099138
4590,2,2,2,817,1.0
4591,6,12,12,818,3.605551275463989
4594,19,46,46,816,9.486832980505138
4603,7,9,9,822,2.8284271247461903
4604,23,47,45,819,9.055385138137417
4605,1,1,1,820,0.0
4606,4,4,4,821,2.23606797749979
4615,9,16,16,825,4.47213595499958
4616,33,176,176,823,17.08800749063506
4617,2,2,2,824,1.0
4620,21,37,37,822,10.04987562112089
4621,5,8,8,819,2.23606797749979
4625,3,3,3,823,2.0
4630,1,1,1,826,0.0
4632,12,13,13,827,5.385164807134504
4637,22,123,73,831,13.152946437965905
4638,7,8,8,832,3.1622776601683795
4642,13,41,41,826,7.280109889280518
4649,21,68,68,833,10.198039027185569
4652,6,10,10,834,3.1622776601683795
4657,4,8,8,836,2.23606797749979
4658,19,104,104,829,9.848857801796104
4659,16,54,50,825,7.0710678118654755
4663,26,117,37,825,8.54400374531753
4664,28,115,65,820,8.54400374531753
4665,8,18,16,819,3.605551275463989
4666,7,12,12,820,3.605551275463989
4672,24,70,70,825,11.180339887498949
4673,1,1,1,826,0.0
4674,45,164,49,820,6.708203932499369
4678,6,7,7,821,2.23606797749979
4681,3,4,4,823,2.0
4683,10,27,19,823,5.0
4684,5,7,7,824,3.1622776601683795
4686,54,372,138,811,12.529964086141668
4687,3,3,3,809,2.0
4688,2,2,2,809,1.0
4689,3,4,4,808,1.4142135623730951
4690,4,5,5,807,2.23606797749979
4691,15,33,33,808,7.615773105863909
4692,14,30,28,809,5.0990195135927845
4694,1,1,1,810,0.0
4695,1,1,1,810,0.0
4696,3,3,3,811,1.4142135623730951
4697,10,31,31,810,5.0
4702,17,60,60,812,8.06225774829855
4703,6,9,9,813,3.605551275463989
4711,6,12,12,821,3.605551275463989
4712,4,4,4,819,2.23606797749979
4713,3,4,4,818,1.4142135623730951
4714,6,14,10,819,2.23606797749979
4719,2,3,3,824,1.0
4723,8,15,15,827,2.8284271247461903
4726,2,2,2,830,1.0
4730,7,11,11,833,2.8284271247461903
4731,20,102,53,831,8.54400374531753
4732,6,15,11,827,2.23606797749979
4733,39,106,98,819,15.811388300841896
4734,3,3,3,820,2.0
4744,46,242,127,817,15.620499351813308
4748,5,9,9,821,4.0
4749,1,1,1,822,0.0
4750,2,2,2,822,1.0
4751,6,8,8,823,3.1622776601683795
4758,13,42,40,830,7.0710678118654755
4760,2,2,2,831,1.0
4761,46,140,140,822,17.72004514666935
4763,23,50,46,822,9.486832980505138
4766,6,17,17,821,3.1622776601683795
4767,2,2,2,820,1.0
4772,23,57,57,824,9.219544457292887
4776,2,2,2,828,1.0
4777,1,1,1,829,0.0
4783,10,22,22,834,5.0
4784,29,99,99,831,13.038404810405298
4785,17,57,57,829,7.0710678118654755
4788,35,141,141,817,17.26267650163207
4791,1,1,1,820,0.0
4792,16,55,55,821,8.48528137423857
4795,19,68,52,824,12.806248474865697
4801,8,12,12,824,5.0990195135927845
4802,38,212,212,822,17.029386365926403
4803,5,10,10,818,3.1622776601683795
4804,3,4,4,817,1.4142135623730951
4807,20,66,33,818,5.656854249492381
4815,1,1,1,826,0.0
4822,34,171,171,828,18.384776310850235
4823,17,26,26,823,7.0710678118654755
4830,5,9,9,828,3.1622776601683795
4833,21,48,48,830,10.295630140987
4838,2,2,2,835,1.0
4841,22,95,85,838,10.0
4844,1,1,1,840,0.0
4848,9,18,18,841,5.385164807134504
4849,1,1,1,841,0.0
4851,2,2,2,840,1.0
4853,1,1,1,841,0.0
4854,10,14,14,842,5.385164807134504
4858,43,157,157,835,20.0
4860,10,27,27,836,6.324555320336759
4868,9,24,14,841,3.1622776601683795
4870,55,234,113,831,11.704699910719626
4873,26,78,64,830,11.180339887498949
4876,7,17,13,833,4.47213595499958
4882,2,2,2,836,1.0
4883,8,13,11,837,3.1622776601683795
4886,2,2,2,840,1.0
4891,17,54,54,836,7.280109889280518
4896,29,159,159,825,11.40175425099138
4897,2,2,2,824,1.0
4898,1,1,1,825,0.0
4900,2,2,2,827,1.0
4901,30,177,107,822,15.0
4902,7,9,9,821,3.1622776601683795
4904,23,119,71,822,8.602325267042627
4905,13,25,25,823,7.810249675906654
4908,5,7,7,824,3.1622776601683795
4909,7,8,8,819,3.1622776601683795
4912,9,12,12,820,4.123105625617661
4913,37,141,141,819,17.029386365926403
4914,3,5,5,818,1.4142135623730951
4915,3,5,5,818,1.4142135623730951
4919,10,21,21,815,6.708203932499369
4927,8,19,17,821,5.0
4934,35,286,78,820,10.63014581273465
4936,13,38,38,819,5.656854249492381
4937,9,18,18,816,5.385164807134504
4939,18,37,37,812,10.198039027185569
4940,21,33,33,813,7.0710678118654755
4946,2,2,2,817,1.0
4947,1,1,1,817,0.0
4948,7,10,10,814,3.605551275463989
4949,7,12,12,815,3.605551275463989
4951,31,104,100,812,12.206555615733702
4952,12,36,36,813,5.830951894845301
4953,1,1,1,814,0.0
4955,2,2,2,816,1.0
4957,1,1,1,817,0.0
4958,3,3,3,818,1.4142135623730951
4961,49,219,185,815,17.204650534085253
4963,38,172,97,815,13.601470508735444
4966,3,4,4,818,2.0
4967,5,8,8,819,3.1622776601683795
4978,13,26,26,830,7.0710678118654755
4979,24,66,66,828,11.40175425099138
4981,3,4,4,830,1.4142135623730951
4983,2,2,2,832,1.0
4984,29,71,71,829,16.76305461424021
4986,5,14,14,831,2.8284271247461903
4987,22,71,71,825,13.038404810405298
4988,3,4,4,826,1.4142135623730951
4991,6,6,6,829,3.0
4996,4,4,4,833,3.0
5000,5,7,7,837,4.0
5001,12,19,19,830,6.708203932499369
5002,7,16,16,822,4.123105625617661
5006,12,27,27,826,7.0710678118654755
5008,32,112,62,826,9.219544457292887
5014,22,124,86,823,10.04987562112089
5018,2,2,2,825,1.0
5022,2,2,2,829,1.0
5025,24,96,72,824,10.198039027185569
5027,3,3,3,823,1.4142135623730951
5028,17,33,33,817,9.219544457292887
5030,56,296,124,809,13.892443989449804
5033,10,34,34,812,5.0990195135927845
5035,13,37,25,811,4.47213595499958
5036,12,33,33,812,5.385164807134504
5037,3,3,3,813,1.4142135623730951
5038,9,14,14,814,4.47213595499958
5039,1,1,1,814,0.0
5040,7,14,12,812,2.23606797749979
5044,3,3,3,814,1.4142135623730951
5048,1,1,1,818,0.0
5051,28,60,58,821,9.899494936611665
5052,3,5,5,818,1.4142135623730951
5056,6,11,11,822,3.1622776601683795
5057,2,2,2,822,1.0
5058,2,2,2,822,1.0
5059,9,16,16,823,5.656854249492381
5060,39,177,109,819,15.811388300841896
5062,4,12,8,820,2.0
5065,14,24,24,818,5.830951894845301
5066,14,56,56,819,7.0710678118654755
5068,2,2,2,821,1.0
5070,38,116,116,817,19.6468827043885
5071,15,60,36,811,8.06225774829855
5076,14,26,24,815,7.280109889280518
5079,5,9,9,815,3.1622776601683795
5084,1,1,1,820,0.0
5085,1,1,1,820,0.0
5089,10,16,16,823,5.385164807134504
5090,13,28,26,824,6.0
5094,5,6,6,827,2.8284271247461903
5095,2,3,3,828,1.0
5100,2,3,3,833,1.0
5104,42,196,196,826,13.0
5105,11,19,19,827,6.082762530298219
5111,3,4,4,831,1.4142135623730951
5113,1,1,1,832,0.0
5114,2,2,2,832,1.0
5117,1,1,1,834,0.0
5118,6,11,11,833,3.605551275463989
5119,13,41,41,834,7.211102550927978
5126,42,194,194,826,18.681541692269406
5127,2,2,2,827,1.0
5128,9,17,17,828,5.0990195135927845
5135,2,2,2,835,1.0
5136,1,1,1,836,0.0
5137,53,408,110,827,13.892443989449804
5138,29,155,81,824,12.529964086141668
5139,2,2,2,825,1.0
5141,12,36,32,819,5.830951894845301
5142,1,1,1,820,0.0
5145,17,53,53,819,9.848857801796104
5147,28,136,136,815,15.811388300841896
5148,6,10,10,816,4.123105625617661
5160,59,363,186,808,15.231546211727817
5161,6,9,9,809,3.605551275463989
5166,2,2,2,811,1.0
5167,8,15,15,806,5.0
5172,1,1,1,811,0.0
5173,18,41,41,811,8.0
5175,9,14,12,813,4.47213595499958
5180,1,1,1,817,0.0
5182,4,7,7,819,2.23606797749979
5184,6,8,8,821,2.23606797749979
5189,4,5,5,824,1.4142135623730951
5193,14,76,58,819,8.54400374531753
5197,10,16,16,823,4.0
5201,1,1,1,827,0.0
5202,20,44,44,826,7.810249675906654
5205,1,1,1,829,0.0
5207,15,36,36,831,7.615773105863909
5209,35,89,89,829,12.727922061357855
5210,24,122,42,822,7.810249675906654
5216,10,22,22,824,6.324555320336759
5217,26,65,65,816,12.041594578792296
5220,5,6,6,819,2.8284271247461903
5222,27,108,78,816,11.180339887498949
5224,2,2,2,817,1.0
5226,36,217,125,810,18.384776310850235
5227,4,6,6,811,2.23606797749979
5233,44,179,133,812,16.55294535724685
5234,8,15,11,813,4.0
5235,3,7,7,814,2.0
5238,3,3,3,815,1.4142135623730951
5244,9,22,22,819,5.830951894845301
5246,7,11,11,821,3.0
5248,36,135,131,816,14.7648230602334
5249,8,14,14,815,4.47213595499958
5250,2,3,3,815,1.0
5251,1,1,1,815,0.0
5252,1,1,1,816,0.0
5253,3,3,3,814,2.0
5255,1,1,1,815,0.0
5257,1,1,1,817,0.0
5261,7,8,8,821,3.1622776601683795
5263,3,3,3,822,1.4142135623730951
5268,8,16,16,827,4.123105625617661
5269,7,15,13,828,4.242640687119285
5270,5,6,6,829,4.0
5272,6,6,6,829,2.8284271247461903
5273,3,3,3,830,2.0
5277,1,1,1,834,0.0
5279,65,218,182,825,13.038404810405298
5282,4,10,10,826,2.23606797749979
5284,13,33,33,823,7.211102550927978
5286,3,5,5,820,2.0
5290,44,88,86,819,11.180339887498949
5291,25,49,49,820,11.704699910719626
5292,1,1,1,821,0.0
5296,23,84,80,820,12.649110640673518
5297,6,6,6,821,2.23606797749979
5298,2,3,3,822,1.0
5301,3,3,3,822,2.0
5302,22,72,66,823,7.0710678118654755
5306,4,7,7,827,2.23606797749979
5307,2,2,2,826,1.0
5308,6,10,10,825,3.1622776601683795
5313,26,118,52,826,7.810249675906654
5316,7,13,13,829,3.605551275463989
5319,4,9,9,827,3.0
5321,43,311,97,820,15.524174696260024
5322,10,23,19,821,3.605551275463989
5323,8,15,15,818,4.47213595499958
5326,4,4,4,821,2.23606797749979
5327,14,22,22,822,5.0
5328,5,5,5,820,2.0
5329,3,5,5,818,2.0
5330,14,33,33,815,5.656854249492381
5331,19,55,55,815,11.045361017187261
5332,11,23,23,816,6.082762530298219
5334,4,5,5,818,1.4142135623730951
5335,11,19,19,819,7.211102550927978
5336,7,10,10,819,2.8284271247461903
5339,35,95,93,813,13.92838827718412
5342,14,35,27,814,5.830951894845301
5343,9,14,14,815,5.0
5344,2,2,2,816,1.0
5345,60,195,169,803,15.652475842498529
5350,1,1,1,808,0.0
5353,15,47,45,811,8.246211251235321
5356,1,1,1,814,0.0
5357,29,155,87,814,9.486832980505138
5359,8,14,14,812,5.0
5361,15,35,35,814,7.280109889280518
5362,5,9,9,813,3.1622776601683795
5366,1,1,1,817,0.0
5371,16,52,52,817,8.602325267042627
5372,3,3,3,818,2.0
5375,1,1,1,820,0.0
5379,4,6,6,823,3.0
5382,2,3,3,825,1.0
5383,5,7,7,824,2.23606797749979
5388,28,78,78,827,14.317821063276353
5390,8,25,25,826,5.385164807134504
5395,2,2,2,831,1.0
5397,38,124,122,826,14.317821063276353
5400,3,3,3,828,1.4142135623730951
5403,2,2,2,829,1.0
5405,10,27,27,830,5.0
5407,27,115,91,819,9.219544457292887
5414,2,2,2,826,1.0
5415,13,42,32,827,6.082762530298219
5419,8,18,18,830,4.47213595499958
5420,4,6,6,830,2.23606797749979
5425,5,6,6,833,3.1622776601683795
5426,32,205,98,821,13.601470508735444
5427,36,200,104,813,16.492422502470642
5429,18,39,31,812,5.656854249492381
5431,10,28,28,812,4.242640687119285
5435,9,14,12,812,3.0
5438,3,3,3,815,1.4142135623730951
5440,28,159,144,814,12.083045973594572
5442,28,85,85,816,12.806248474865697
5444,6,12,12,815,2.23606797749979
5445,35,133,133,802,12.806248474865697
5446,3,3,3,803,1.4142135623730951
5447,2,2,2,804,1.0
5448,11,39,39,801,7.615773105863909
5450,1,1,1,802,0.0
5452,7,19,13,804,3.1622776601683795
5453,15,32,32,802,6.708203932499369
5458,9,17,17,803,3.1622776601683795
5459,30,104,104,804,15.524174696260024
5461,10,41,21,803,5.0990195135927845
5463,2,2,2,804,1.0
5466,4,5,5,805,2.23606797749979
5467,2,2,2,806,1.0
5470,6,13,13,808,3.1622776601683795
5471,12,32,32,807,7.211102550927978
5472,33,107,107,805,12.36931687685298
5475,4,6,6,807,2.23606797749979
5476,8,10,10,808,4.123105625617661
5479,8,20,20,811,5.0
5480,26,198,106,801,10.816653826391969
5482,8,11,11,803,4.47213595499958
5485,27,120,51,804,7.615773105863909
5488,1,1,1,807,0.0
5489,7,10,10,806,4.123105625617661
5490,20,80,32,804,7.615773105863909
5496,15,38,26,807,3.605551275463989
5509,33,157,93,816,17.26267650163207
5510,7,16,16,817,3.605551275463989
5515,9,30,30,821,5.0
5516,3,3,3,820,1.4142135623730951
5520,15,41,41,824,7.211102550927978
5521,6,10,10,821,2.23606797749979
5525,9,23,21,825,5.0990195135927845
5527,3,4,4,827,1.4142135623730951
5528,19,90,36,813,8.54400374531753
5536,1,1,1,821,0.0
5540,33,80,80,818,10.44030650891055
5541,5,9,9,818,2.23606797749979
5543,17,46,46,816,7.615773105863909
5544,6,9,9,817,2.8284271247461903
5545,2,2,2,818,1.0
5547,1,1,1,820,0.0
5550,16,40,36,823,5.830951894845301
5551,55,211,205,804,17.46424919657298
5553,26,86,84,803,10.44030650891055
5556,21,111,50,799,6.4031242374328485
5558,3,3,3,801,2.0
5560,8,20,18,802,4.242640687119285
5564,29,116,112,805,10.63014581273465
5567,4,7,7,808,2.23606797749979
5571,1,1,1,812,0.0
5575,47,121,91,812,9.055385138137417
5577,25,57,57,811,9.055385138137417
5580,1,1,1,814,0.0
5581,14,32,28,808,5.0
5584,1,1,1,811,0.0
5585,16,27,27,810,7.211102550927978
5586,6,10,10,809,4.123105625617661
5588,10,17,17,809,5.0990195135927845
5590,14,30,30,811,7.280109889280518
5591,16,32,32,810,9.433981132056603
5598,3,5,5,815,2.0
5601,3,3,3,818,1.4142135623730951
5606,4,4,4,821,1.4142135623730951
5607,3,3,3,822,1.4142135623730951
5608,11,17,17,823,4.123105625617661
5613,7,13,13,828,4.47213595499958
5614,5,7,7,828,3.1622776601683795
5617,34,66,66,826,11.40175425099138
5618,7,13,13,824,4.0
5619,43,147,147,821,13.601470508735444
5621,25,85,85,823,12.083045973594572
5623,19,38,38,825,8.06225774829855
5625,13,28,28,825,6.324555320336759
5630,2,2,2,829,1.0
5631,2,2,2,830,1.0
5633,19,52,50,826,9.055385138137417
5634,8,11,11,825,5.385164807134504
5638,6,9,9,829,3.605551275463989
5639,55,348,142,813,13.45362404707371
5640,6,6,6,814,2.23606797749979
5641,30,58,58,811,11.661903789690601
5643,3,5,5,811,2.0
5646,21,44,44,812,9.219544457292887
5647,5,8,8,813,2.23606797749979
5651,4,4,4,816,2.23606797749979
5652,1,1,1,816,0.0
5654,1,1,1,817,0.0
5656,1,1,1,819,0.0
5658,11,35,19,818,4.123105625617661
5661,11,13,13,819,5.385164807134504
5662,5,11,11,815,2.8284271247461903
5663,41,145,139,807,15.811388300841896
5668,7,16,16,812,3.605551275463989
5669,2,2,2,813,1.0
5671,6,10,10,813,3.1622776601683795
5674,31,97,97,810,10.63014581273465
5677,14,54,54,813,7.810249675906654
5679,12,26,18,815,4.242640687119285
5683,4,4,4,819,2.23606797749979
5688,27,141,85,818,11.704699910719626
5690,6,15,15,816,4.123105625617661
5692,18,75,75,815,10.0
5693,1,1,1,815,0.0
5694,9,18,18,810,5.0
5703,2,3,3,819,1.0
5705,29,119,95,818,13.341664064126334
5706,8,14,14,817,4.47213595499958
5707,10,24,16,817,5.0
5710,2,2,2,820,1.0
5712,38,149,149,818,11.704699910719626
5717,9,14,14,820,3.605551275463989
5722,13,45,43,821,7.0710678118654755
5724,3,4,4,820,2.0
5731,4,4,4,825,1.4142135623730951
5732,17,37,37,825,6.708203932499369
5739,2,3,3,832,1.0
5743,4,5,5,836,2.23606797749979
5745,36,176,176,827,14.560219778561036
5746,2,2,2,826,1.0
5748,3,3,3,828,1.4142135623730951
5752,12,27,27,826,8.54400374531753
5757,10,18,18,828,5.385164807134504
5763,5,7,7,833,3.1622776601683795
5764,40,208,208,831,18.681541692269406
5765,1,1,1,832,0.0
5766,1,1,1,833,0.0
5769,37,88,88,828,11.661903789690601
5774,77,468,140,809,12.727922061357855
5776,9,21,21,811,5.830951894845301
5780,1,1,1,815,0.0
5782,11,17,17,816,6.0
5784,42,193,77,817,9.433981132056603
5787,2,2,2,820,1.0
5790,2,2,2,822,1.0
5792,3,5,5,823,1.4142135623730951
5796,7,10,10,827,4.123105625617661
5798,1,1,1,829,0.0
5801,1,1,1,831,0.0
5803,13,35,35,829,7.0710678118654755
5804,4,6,6,830,2.0
5808,14,31,31,829,9.219544457292887
5810,6,9,9,831,3.1622776601683795
5814,7,9,9,835,2.23606797749979
5816,24,70,70,833,15.033296378372908
5823,9,16,16,839,6.0
5824,48,198,186,830,12.649110640673518
5828,46,262,96,827,13.416407864998739
5829,8,10,10,826,2.8284271247461903
5830,11,23,23,827,5.656854249492381
5831,35,186,186,816,16.492422502470642
5832,15,33,33,816,8.06225774829855
5833,23,39,39,817,7.615773105863909
5836,2,2,2,820,1.0
5838,10,27,23,822,5.656854249492381
5840,2,2,2,823,1.0
5843,1,1,1,826,0.0
5844,3,5,5,824,2.0
5846,42,154,154,818,17.029386365926403
5847,1,1,1,819,0.0
5848,28,60,60,820,9.219544457292887
5850,3,6,6,822,1.4142135623730951
5852,2,2,2,824,1.0
5853,8,13,13,823,3.1622776601683795
5854,7,10,10,822,3.605551275463989
5855,18,77,77,823,10.44030650891055
5857,7,13,13,825,3.1622776601683795
5858,8,21,13,818,3.1622776601683795
5861,7,14,14,821,4.0
5867,4,6,6,827,3.0
5869,44,228,183,810,18.788294228055936
5874,1,1,1,815,0.0
5875,32,187,115,812,15.811388300841896
5878,2,3,3,813,1.0
5880,2,4,4,814,1.0
5881,1,1,1,814,0.0
5884,1,1,1,817,0.0
5886,3,4,4,817,1.4142135623730951
5888,2,2,2,819,1.0
5892,1,1,1,822,0.0
5894,2,2,2,822,1.0
5897,1,1,1,825,0.0
5898,8,9,9,825,2.8284271247461903
5899,1,1,1,826,0.0
5901,21,87,87,822,10.04987562112089
5902,3,3,3,820,2.0
5903,2,2,2,820,1.0
5905,2,2,2,822,1.0
5906,3,5,5,823,2.0
5908,16,39,39,823,10.04987562112089
5909,8,10,10,824,4.123105625617661
5910,15,43,43,825,8.48528137423857
5912,8,14,14,825,3.605551275463989
5913,49,217,213,811,12.041594578792296
5914,5,7,7,812,3.1622776601683795
5919,30,93,93,817,15.0
5921,4,5,5,819,2.23606797749979
5933,2,2,2,831,1.0
5934,7,12,12,832,3.605551275463989
5935,6,9,9,830,2.23606797749979
5936,19,42,40,830,7.280109889280518
5937,21,60,60,821,7.810249675906654
5938,4,8,8,816,2.23606797749979
5942,30,108,108,818,9.899494936611665
5945,16,37,37,817,8.06225774829855
5947,1,1,1,819,0.0
5948,10,20,18,819,4.47213595499958
5953,1,1,1,824,0.0
5955,1,1,1,825,0.0
5957,8,13,13,827,4.123105625617661
5959,36,78,78,827,10.63014581273465
5962,1,1,1,830,0.0
5963,1,1,1,831,0.0
5968,30,186,104,827,14.317821063276353
5973,31,94,92,832,8.246211251235321
5975,2,2,2,834,1.0
5977,3,5,5,834,1.4142135623730951
5978,3,3,3,833,1.4142135623730951
5986,15,42,26,836,7.0710678118654755
5987,69,292,192,822,17.11724276862369
5989,24,87,63,822,12.041594578792296
5990,7,10,10,823,3.1622776601683795
5991,2,2,2,823,1.0
5993,1,1,1,825,0.0
5994,28,75,67,819,11.704699910719626
5995,13,39,39,819,5.656854249492381
5998,26,75,53,812,8.602325267042627
6000,3,5,5,813,2.0
6009,1,1,1,822,0.0
6014,14,25,25,822,7.280109889280518
6016,3,3,3,824,1.4142135623730951
6018,5,7,7,826,3.1622776601683795
6021,20,54,54,828,6.4031242374328485
6025,6,8,8,832,2.23606797749979
6026,3,4,4,832,2.0
6027,4,5,5,830,2.23606797749979
6028,9,16,16,830,5.0
6033,2,2,2,834,1.0
6038,36,195,195,833,15.524174696260024
6041,4,10,10,831,3.0
6042,8,16,12,832,3.1622776601683795
6046,8,21,21,832,3.605551275463989
6048,48,206,206,824,18.867962264113206
6050,3,4,4,826,1.4142135623730951
6053,6,6,6,823,3.1622776601683795
6055,12,26,26,825,8.06225774829855
6059,17,33,33,823,5.830951894845301
6062,11,20,20,823,3.1622776601683795
6066,2,2,2,827,1.0
6069,2,2,2,828,1.0
6070,9,21,13,825,2.8284271247461903
6073,8,9,9,828,3.1622776601683795
6075,54,354,116,825,15.652475842498529
6078,1,1,1,827,0.0
6079,1,1,1,827,0.0
6082,52,219,219,819,18.681541692269406
6083,5,6,6,820,3.1622776601683795
6086,1,1,1,823,0.0
6088,7,21,21,822,4.47213595499958
6090,20,57,57,817,11.0
6091,4,4,4,816,1.4142135623730951
6092,7,15,15,816,5.0990195135927845
6094,50,332,98,812,12.083045973594572
6098,52,133,131,812,14.317821063276353
6099,1,1,1,813,0.0
6101,13,46,38,815,9.055385138137417
6102,1,1,1,816,0.0
6104,2,3,3,815,1.0
6110,3,3,3,821,1.4142135623730951
6111,3,3,3,820,1.4142135623730951
6112,7,8,8,821,2.23606797749979
6122,1,1,1,831,0.0
6124,21,55,55,828,8.246211251235321
6125,7,23,19,822,3.1622776601683795
6126,1,1,1,823,0.0
6128,3,3,3,822,1.4142135623730951
6131,55,239,109,813,13.038404810405298
6133,20,56,54,813,10.295630140987
6136,4,5,5,816,2.23606797749979
6137,1,1,1,816,0.0
6138,14,21,21,815,5.656854249492381
6139,11,17,17,816,5.830951894845301
6143,5,23,13,820,2.8284271247461903
6145,1,1,1,821,0.0
6148,1,1,1,824,0.0
6149,15,44,34,822,5.830951894845301
6151,42,172,150,814,15.132745950421556
6153,3,6,6,816,1.4142135623730951
6155,23,51,51,811,7.0710678118654755
6156,24,94,94,812,11.180339887498949
6158,11,23,17,811,4.47213595499958
6160,2,2,2,813,1.0
6162,1,1,1,814,0.0
6163,1,1,1,815,0.0
6164,9,23,23,813,5.385164807134504
6166,7,11,11,813,4.123105625617661
6168,29,50,48,811,7.211102550927978
6169,17,45,37,811,5.0
6173,2,2,2,815,1.0
6175,3,3,3,817,1.4142135623730951
6177,15,52,50,815,6.4031242374328485
6179,4,5,5,816,1.4142135623730951
6182,32,118,118,817,15.811388300841896
6190,57,397,157,808,14.317821063276353
6193,12,20,20,809,6.082762530298219
6196,12,23,21,810,3.605551275463989
6197,3,3,3,808,2.0
6200,3,5,5,810,2.0
6201,5,5,5,808,2.8284271247461903
6204,4,5,5,811,2.0
6205,2,2,2,810,1.0
6206,5,8,8,811,3.0
6207,2,2,2,809,1.0
6208,1,1,1,810,0.0
6209,29,121,103,811,11.40175425099138
6210,1,1,1,811,0.0
6217,14,40,34,816,6.324555320336759
6220,7,16,16,817,4.0
6221,2,2,2,818,1.0
6222,1,1,1,818,0.0
6223,1,1,1,819,0.0
6224,2,2,2,818,1.0
6225,7,11,11,819,2.8284271247461903
6231,48,164,164,814,17.0
6232,7,13,13,814,3.1622776601683795
6234,23,88,88,814,11.180339887498949
6236,26,107,73,812,12.36931687685298
6241,5,10,10,817,3.1622776601683795
6242,2,2,2,818,1.0
6243,4,6,6,819,2.23606797749979
6248,26,108,70,812,9.0
6249,1,1,1,813,0.0
6250,1,1,1,814,0.0
6257,12,25,25,815,5.385164807134504
6258,11,34,34,813,5.385164807134504
6261,12,28,28,815,6.708203932499369
6265,39,205,193,811,14.422205101855956
6270,38,147,147,806,14.317821063276353
6275,7,17,17,811,4.47213595499958
6277,18,56,56,813,9.219544457292887
6278,41,169,169,803,18.35755975068582
6283,1,1,1,808,0.0
6285,2,2,2,809,1.0
6286,1,1,1,809,0.0
6287,22,97,91,807,10.04987562112089
6288,2,2,2,806,1.0
6293,12,54,40,811,6.4031242374328485
6299,7,14,14,817,4.0
6301,22,59,37,817,5.0
6303,45,171,171,815,14.7648230602334
6305,5,6,6,815,2.8284271247461903
6306,9,15,15,816,3.605551275463989
6307,11,34,22,811,4.47213595499958
6308,9,18,18,806,4.123105625617661
6309,5,7,7,806,3.1622776601683795
6314,3,3,3,811,2.0
6319,8,12,12,812,2.23606797749979
6322,1,1,1,814,0.0
6324,40,165,165,810,19.849433241279208
6329,1,1,1,815,0.0
6335,10,19,19,820,6.082762530298219
6336,57,283,212,808,14.866068747318506
6338,6,8,8,810,3.1622776601683795
6339,5,7,7,811,2.23606797749979
6340,27,85,85,810,10.44030650891055
6341,4,4,4,810,3.0
6342,7,13,13,810,3.605551275463989
6343,2,2,2,811,1.0
6347,38,102,102,809,14.866068747318506
6351,25,54,54,810,11.180339887498949
6353,1,1,1,811,0.0
6355,18,31,31,810,5.830951894845301
6359,13,18,18,811,4.123105625617661
6360,1,1,1,812,0.0
6362,16,69,46,807,8.602325267042627
6363,1,1,1,808,0.0
6368,2,2,2,813,1.0
6369,17,88,88,814,9.219544457292887
6372,19,84,84,817,9.219544457292887
6373,7,19,19,817,4.0
6382,34,151,97,820,13.601470508735444
6392,50,208,142,821,13.45362404707371
6393,17,43,41,822,5.656854249492381
6395,3,5,5,824,2.0
6396,20,67,67,822,5.830951894845301
6397,1,1,1,823,0.0
6398,4,4,4,824,2.23606797749979
6399,1,1,1,825,0.0
6401,3,3,3,827,2.0
